Father_node,Child_node,语义关系,发言类型(Child_node)
45   肺癌 特罗 凯 耐药 胸水难 控制 提供 小秘方 仅供参考,白蛋白 太低 急于 输 白蛋白 输越 胸水 越 食物 补充 吃 海参 汤 吃 鸡蛋 蛋白 这是 省 中医肿瘤 科主任 建议,0,1
  基因突变 步法 轮换 药 阿西 无效 第二轮,免疫组化 论坛 说 基因 表达 度 免疫组化 一种 基因 免疫组化 做 没用 基因 检测 阴性 一线 治疗 只能 线 化疗 稳定 时期 靶向 盲试 阴性 代表 不起作用 研究 化疗 基因突变 爱人 E   靶点 全 阴性 化疗 盲试 用药 研究 太 意见 只能 论坛 前辈 高人 心得 慢慢 摸索 病 一步步 赌 筹码 病人 生命 选择,0,1
恭喜 19 突变 ect 为啥 做 骨转 做骨 转 治疗,楼 重点 有骨转 做骨 扫描 1000 不到,1,2
楼主 家 炎症 建议 查下 肿瘤 指标 敏感 可用 判断 治疗 方法 特吃 十多天 症状 有无 改善 一月 复查 祝福,基因 检测 做 做 病情严重 先 化疗 控制 控制,1,2
"降 结肠 中 分化腺癌 癌 组织 渗润 肠壁 全层 浆膜 外 纤维 脂肪组织 
 肠 外膜 面 淋巴结 见癌 转移 
 外科手术 两 切缘 肠 组织 未见癌 
 中期 做 完 手术 通气 放屁 进 流食 先喝 黑鱼 汤 加速 伤口 愈合 养伤 期间 感冒 咳嗽 以防 震裂 伤口 床头 放 一杯 温水 嗓子 痒 咳嗽 喝 一口 润润 嗓子 
 几天 进 流食 肠道 恢复 功能 病人 活动 床上 翻身 床 来回 走动 肠道 粘结 
 尿管 夹子 夹住 两 小时 打开 放 小便 锻炼 膀胱 功能 拔出 尿管 小便 
 少食 多餐 增加 肠道 负担 流食 几天 饮食 软烂 
 出院 补血 补气 提高 体质 化疗 
 说 详细情况   滴 直肠癌 经历     文章 手术 放化疗 保养 注意事项 写 好好 祝福 楼主 爸爸","谢谢 老金 版主 回复 我爸 手术 完 星期 医生 说 吃饭 下床 精神 我爸 55 岁 平时 抽烟 习惯 高血压 冠心病 胃炎 
 告诉 结肠癌 手术 解决问题 月 接 回肠 口 不用 人工 肛门 彻底解决 
 情况 病理 找 肿瘤 医生   治疗 方案",1,2
"楼主 做法 治疗 路 先 确诊 类型 治疗 
 腿动 脑转",你家 症状 脑 转移 癫痫 失神 发作 检查 脑部,1,2
父亲 参加 抗癌 气功 培训班 学习 礼拜 郭林 气功,练功 应循 需 渐进 千万别 贪功,1,2
化疗 内分泌 失调 月经,症状 是因为 焦虑 恐惧 内分泌 失调,1,2
98   EGFR 野生 ALK 野生 做 化疗 实在 吃不消 请问 靶向 药 试,未 突变 靶向 无效 化疗 突变 突变 转换 突变 靶向 例子 试 检测 因数 轻易 放弃 办法 E 靶向 点 不行 V 靶向 点 药,0,1
299804 BKM120 备好 基因 检测 PIK3CA 突变 早早 备好 药 基因 报告 补贴 第一个 帖子 里 碰到 严峻 问 草船 时 主任医师 CT 片后 告诉 间质性 肺炎 停凯 美纳 9291 减量 激素 治疗 星期 CT 复查 停 9291 真不知道,唑 膦 酸 立竿见影 副作用 骨转 后期 89 锶 XL184   卡博替 尼,1,2
话 说 9291 粉末 加水 吞 药,,1,2
基因 检测 做 做 病情严重 先 化疗 控制 控制,奇效,3,3
妈妈 做过 全脑放 医生 放疗 立体 定位 导致 脑组织 坏死 生活品质 不好 谢谢,"单药 184 
 你家 单药 184 多久 指标 换药 用到 副作用 耐受",0,4
肺部 做 局部 治疗 意义 专家 给出 方案 局部 治疗 想 靶向 药 药物 控制 肺部 进展 可能性 肝部 肺部 局部 先 消灭 病灶 治疗 过度,主刀 建议 做 肺部 治疗 说 意义 太 弄掉 通话 咨询 伽马刀 可不 可行 两天 片子 做 妈妈 转移 方式 妈妈 说,2,2
想换 9291 184,291 奇效,1,2
建议 吃 靶向 药 病人 遭罪 化疗 做 折腾,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
CT 进展 换 2992 4002 靶向 一代 二代 一下子 夸到 三代 生存期,楼主 加油 我家 易 4002 吃 月,3,3
易瑞沙 耐药 首选 9291 家 做 检测 试用 13 天 9291 发挥 神奇 效果 病人 症状 缓解,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
58   憨豆 大哥 请 救命 叩谢 叩谢,"肯定 发生 感染 检查 C   蛋白 高 建议 特罗 凯暂 不吃 抗感染 治疗 C 蛋白 接受 吃 特罗 凯 
 拘谨 基因突变 突变 靶向 药",0,1
YL 药不贵 承担,国内 正版 贵 Y   D 便宜,1,2
  新人 求助 母亲 服用 易瑞沙 23 月 耐药 790 呈 阴性,你家 做 基因 检测 T790m 突变 二代 EGFR 药 2992 联合 CMET 扩增 药 XL184 试试 2992 60 74mg 184 用半量 50mg 先 试试,0,1
楼主 有脑 转 特罗 凯比易 入脑 试一下,试一下 特罗 凯 很快,1,2
同仁堂   买人 参保 肺丸   试试     止咳 效果,母亲 服用 参保 肺丸 管用 咳嗽 服用 服用 几颗 止咳 药 易 成瘾 不宜 长时间 服用 试试看 日常 药店 药 网上 买,1,2
alex 求教 解决 咳嗽 方法,百令 胶囊 肺 肾 两虚 作用,0,1
肺 腺癌 IV 期 EGFR19 突变 11 月 妈妈 走,建议 楼主 加测 CA153 CA125 D 二聚体 隔 几个 月测,0,1
厄洛替 尼   索 拉菲 尼   瑞格 菲尼   卡博替 尼       靶点     抗 血管 生成 尝试 联用 副作用,靶向 联用 副作用,1,2
影响 呼吸 吞咽 消化 泌尿 转移 病灶 不应 局部 治疗 包括 切除 射频 氩 氦 毫无意义 只会 转移 越来越,瑞戈 非尼 雷利度 胺 索坦 韦替 尼 阿西 替尼中 选择 先选 药 靶点 西 地尼布 较大 差异,1,2
胆管癌 真的 自救,介入 效果 关键 看能 找到 肿瘤 供血 血管 医生 有把握 试一下 效果 取决于 肿瘤 血供 情况 医生 水平,0,1
55   分享 经验,话 说 9291 粉末 加水 吞 药,0,1
年前 血压 用药 写 说 近期 行 情况 不差 高血压 高血糖 高肌 肝 控制 心血管 状态 不错 CEA 敏感 心脏 肾脏 保守 方法 阿西 替尼 一类 药 只用 2992 仿效 老马 父亲 吃法 吃 几天 停 天 天天 吃 剂量 量 行 吃 每隔 月 做 CT 检查,父亲 一月 胸水 厉害 易瑞沙 吃 一个半月 水才 消了,3,3
建议 条件 基因 检测,基因 检测 很贵 做 做 免疫 化组 就行了,2,2
想点 办法 补 材料 医生 推荐 找 医生 补 化疗 材料,肿瘤科 帮 补齐 化疗 资料 也许 周期 便宜 配方 化疗 费用 时间 才行,1,2
读贴 吃 靶向 药 吃 中药 当初 吃易 特时 吃 中药 易特 无效 无知 迷信 中药 所致,"EGFR 基因 检测 显示 L858R21 位点 基因突变 推荐 吉非 替尼 厄洛替 尼 21 天易瑞沙 16 天 特罗 凯 效果 不好 
 我爸 身体 不好 不想 化疗 放疗 
 几天 吃 阿西 感觉 状态 一点 吃 中医 调理",3,3
54   不幸 之中 大幸 找到 组织 找到 9291,9291 效果 吃 一段时间 CEA 敏感 参考,0,1
60   妈妈 肺 腺癌 正易 月 化疗 次 2992 一个月 无效 4002 一个月 耐药 4002 易,建议 9291 联 184 效果 不好 两期 培美 卡 铂 身体 不好 不加 铂 培美联 凡德 尼,0,1
4002 2992 4002 300mg 分 次 150mg 吃掉 那放得 久 2992 2992 装 量 2992 放 时间 长 2992 无效 影响 大局 2992 高血压 副作用 吃 降压药,憨豆 说 马应龙 系列   龙珠 软膏 对付 皮疹 不错   备好 顺便 憨豆 帖子 甲沟炎 2992 副作用 甲沟炎 痛苦 祝福,3,3
22   放手,做 局部 治疗 优先 局部 治疗 物理 性 冷冻 治疗 手术 切除 接触 病灶 百分百,0,1
不想 病人 遭罪 病人 年龄 建议 盲试 特罗 凯 日子 治疗 很快,建议 盲试 靶向 药 采用 微波 消融,3,3
骨转移 ECT 脑 转移 MRI 内脏 转移 CT 增强 CT 手段 即可 确认 PETCT 确认,手术 听 权威 医生 意见 我妈 检查 过程 腰部 核磁 发现 肿瘤 医生 怀疑 恶性 北京积水潭医院 肿瘤科 全身 骨 扫描 发现 骨盘 病变 腰 医生 怀疑 恶性肿瘤 可能性 一步 骨盆 穿刺 拍 胸片 发现 原发灶 肺部 双肺 全有 晚期 手术 穿刺 腺型 转到 北京协和医院 基因 检测 阳性 吃易瑞沙 第二个 月 医生 说 妈 症状 咳嗽 每月 医院 输 天晴依 泰 保护 骨头 检查 两个 月 吃 易瑞沙 治疗,3,3
化疗       身体 吃不消       搞 透支,建议 化疗 一下子 做 化疗 可怕,1,2
突变 化疗 先压 一压 特罗 凯 突变 有效率 不高 一个月 肿瘤 控制 住 可行 爱人 突变 六个月 我家 花 十万元 吃 五个 月 领赠 药后 一个月 耐药 亏大 领赠 药 如想 吃 特 几粒 吃 吃,先 类型 特罗 凯 易瑞沙 印版 论坛 中 公益 互助 板块 有用 药 留着 经济 实力 更长 学习 医生 心中有数 着急 急 问 憨氏 服务台 憨豆 叔 留言 加油,3,3
条件 建议 再测 基因 点 野生 alk alk 服 克药,EGFR 野生 化疗 试 克药,1,2
骨转移 做手术 建议 找 几个 医院 咨询,医院,1,2
观点 赞成 病灶 长大 程度 做 局部 治疗 瘤子 发展 自然规律 靶向 药能 控制 自然 长大 影响 生活 生命 做 局部 治疗 治疗 机会 难以 挽回,唑 膦 酸 立竿见影 副作用 骨转 后期 89 锶 XL184   卡博替 尼,1,2
"谢谢 老马 
 家父 73 岁 抽烟 30 多年 近两年 时断时续",感觉 你家 药换 频繁 心急 原因 吃 时间 判定 无效 有时候 吃 几天 原因 导致 吃 几天 状态 不好 导致 药 无效,1,2
确诊 轻易 放弃 基因 检测 做 后续 治疗 参考 指导意义 担心 病人 病情 抵触 化疗 治疗,奇效,3,3
22   放手,"静脉 药 试试 爱必妥 
 无效 机会 阿瓦斯 汀 赫塞汀",0,1
22   放手,情况 只能 盲试 靶向 药 阿西 替尼 奇迹 放弃,0,1
尝试 靶向,突不 突变 管不了 先 靶向 药,1,2
理论 体外 实验 中 EGFR19 变异 肿瘤 细胞 停易 特 一段时间 对易 特 敏感 服用 9291 细胞 对易 特 敏感度 影响,过特 时 一试 EGFR 靶点 浓度 比易 高 倍 楼主 易 耐药 做 化疗 9291 EGFR 靶点 敏感,1,2
93   凯美纳 30 月 耐药 求助 憨叔 老马,条件 做 基因 检查 换 2992 备着 9291     184 加油,0,1
手术 纠结       中山 肯定     内陆 医院     水平,同意 妈妈 21 突变 化疗 效果 不错 化疗 耐受 靶向 药 不用 犹豫,1,2
  肝内 胆管 CA 术后 10 月 复发 记录 靶向 治疗,吃 靶向 药 副作用 肝功能 酶 指标 我家 治疗 酶 指标 下降 方法     阿拓 莫兰 还原型 谷胱甘肽 片     天晴 甘平,0,1
53   靶向 药 轮回 疑问,"上午 
 凡德 
 阿西 观察 阿西 不行 可换 V 靶点 药物",0,1
多吉 美 YL 版 便宜 经济 紧张 论坛 Loly 家 吃 久,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
换易瑞沙,吃 完 特罗 凯后 买 正版 改为 吃 印度 易瑞沙 找个 谱 卖家,1,2
控制 乙肝病毒 DNA 降到 次方 之下 隔天 轮流 输人血 白蛋白 血液,输点 白蛋白,1,2
做 局部 治疗 优先 局部 治疗 物理 性 冷冻 治疗 手术 切除 接触 病灶 百分百,局部   放弃   改善 生命 质量   不吃 东西   喘 气来 痛苦     海猫 说 物理 冷冻   咨询   氩 氦 刀,1,2
妈妈 肺 腺癌 21 突变 特罗 凯 月 联合 184 4002 无效 克唑 替尼,观察 月底 检查 判断,0,1
"上午 
 凡德 一步 一步 降 cea 很快 阿西 好像 没效 保证 阿西 真的 真的 换 阿西 同类 试试 tivo 1120","下午     
 您好   十万分 感谢 憨叔 前来 相助 楼 表格 疏忽 第二次 吃 回易瑞沙 状况 出入 月 17 号 吃 没去 做验 CEA   CEA104.85 吃 阿西 21 天后 改回来 请 憨豆 叔 排忧解难 十 万分感激",1,2
基因突变 特罗 凯,谢谢您 父亲 月 日 做 消融 好多 痛 谢谢您,3,3
579 9291 入脑 效果 好些 9291 耐药 选择 谨慎 病友 试 收益,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
建议 先易 280 184 试 一个月 再用 4002 9291 替换 易 联合 280 184 一下子 联合 两种 药 换掉 药起 作用,联合 用量 280   200 250mg 次 184   50mg   4002   150mg 次 9291   96mg 论坛 里 药 介绍 贴 用药 讨论 贴,3,3
291 联合 280   护心 治疗,谢谢您 父亲 月 日 做 消融 好多 痛 谢谢您,3,3
经济 报 医保 医保 药 医生 经济 有限,我家 egfr 野生 alik 阴性 盲试 特 无效 盲试 克 月,1,2
练功 应循 需 渐进 千万别 贪功,测 免疫 化组 ALK C MET HER VEGF EGFR ALK C MET 号 用克唑 替尼 XL184,3,2
易 耐药 换 特罗 凯 2992,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
07   父亲 人生 一棵树 骨转 肝转 适合 手术 放化疗 盲试 易瑞沙 结束 时间 89 回复数 11 类型 建议 型,穿刺 取样,0,1
盲试 风险 靶点 估计 突变 试试 克唑 替尼 常见 突变 HER 家族 ALK,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
天 2992 肿瘤 1.7 2.6 缩小 1.3 2.3 呈现 攻击性 效果 吃易时 肝功能 超标 估计 易瑞沙 2992 原因 HER2 靶点 原因 易 无效 特 效果 估计 2992 后换特 试 VEGFR 类 靶向 药 阿西 替尼 如索 拉 非尼 多吉 美,谢谢 阿梁 帮 我家 详细分析 非常感谢 我会 VEGFR 类 靶向 药 关注 CA15 指标,1,2
做 穿刺 做个 基因 检测 靶向 治疗 胸腔 积液 输液 太多 不好 先 对症 治疗,基因 检测 做 做 病情严重 先 化疗 控制 控制,1,2
  基因突变 步法 轮换 药 阿西 无效 第二轮,我发 贴 里 引用 文章 中有 提到 野生型 特罗 凯 多吉 美的 疗效 情况 亚洲 EGFR 敏感 尝试 特罗 凯 不行 联合,0,1
易瑞沙 耐药 身体 情况 建议 先 培美 化疗 联卡 铂 身体 情况 弱 培美 单药 化疗 单药 化疗 期间 病友 联合 凡德 尼,方案 医生 不谋而合 看过 易 耐药 用特 月 耐药 凡德 印度,1,2
14 母亲 乳癌 年 分享 抗癌 历程 陆续 更新,"希罗 达 效果 不太 隔 两个 多月 概率 诺维 拿来 保底 
 症状 身体 还好 抓紧 试药 
 试一试 XL184 联 BKM120 55mg XL184 50mg 减轻 副作用 恶心 吃些 胃 复安 马来酸 曲美布 汀 
 腹泻 程度 易蒙停 止住 
 HER2 药 吃 久 吃 XL184 吃 辅酶 Q10 监控 心酶 项 D 二聚体",0,1
有脑 转 试试 特罗 凯 好些,大夫 说易 入脑 想着 易 效果 改吃特 行不行,3,3
厄洛替 尼   索 拉菲 尼   瑞格 菲尼   卡博替 尼       靶点     抗 血管 生成 尝试 联用 副作用,靶向 药 配合 中药 调节,3,3
说 乙肝病毒 抗病毒 药 建议 上恩替 卡韦 口服 抗病毒 药 首选 药 副作用,医生 说用 药 说 爸 身体 情况 不用 抗病毒 药 没太大 区别 说 这话 分析 点 原因 一是 肿瘤 发展 太快 控制 不住 肿瘤 抗病毒 没用 二是 爸 身体 太虚 吃药 短时间 内正 作用 起到 副作用 身体 更糟 明天 医生 商量一下 吃恩替,1,0
腺 泡状 软组织 肉瘤 手术 靶向 治疗 双肺 转移 瘤 全清 剩脑里 病灶 治疗,试试 帕佐帕尼 索坦 曲贝 替定 药,0,1
化疗 不想 做 先 停下,扭转乾坤 不用 再受 化疗 之苦 好好 吃药 定期检查 养好 体质 放松 心情 日子,1,2
瑞戈 非尼 雷利度 胺 索坦 韦替 尼 阿西 替尼中 选择 先选 药 靶点 西 地尼布 较大 差异,唑 膦 酸 立竿见影 副作用 骨转 后期 89 锶 XL184   卡博替 尼,1,2
大夫 说 手术 摘 卵巢 打诺雷得 去势 效果 经济 月 打针 麻烦 打诺 雷德 选择,"关键 那位 病友 接受 内分泌 治疗 转移 病灶 ER 表达 
 接受 内分泌 治疗 ER 强 阳性 去势 效果",3,3
  爸爸 肺 鳞癌 爸爸 走 现 一瓶 特,暂时 化疗 化疗 伤 敌 一千 自损 八百 大招,0,1
谢谢 正 一下子 回 吃 恩替 抗病毒 输液 保肝 明天 停 输液 开 护 肝 冲剂 丙肝 治疗 医生 放弃 态度 多吉 美 抗病毒 意义 情况 哪家 医院 治疗 发烧 少 低烧 癌热 明天 化验 肝功能 白蛋白 情况 完 阶段 蛋白 白天 睡觉 说话 力气 吃 一点 饭 半夜 跑 厕所 半个 小时 拉肚子 白天 小便 少 医生 说 肝功能 不行 上午 输液 液体 晚上 排出去 脚 肿 情况 谢谢 关心,唑 膦 酸 立竿见影 副作用 骨转 后期 89 锶 XL184   卡博替 尼,1,2
赠特 时间 超过 年 赠药 经济 承受 少备 一点 骨转 靶向 药,朋友 790M 9291 他家 用特 错,2,2
水晶 建议 2992,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
盲试 特罗 凯 检查 CT 影像 检查 CEA 敏感 肿瘤 指标 检查 判断 特罗 凯 效果,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
建议 穿刺 活检 做 基因 检测 针对性 靶向 药 控制,经济 条件 身体 条件 先 穿刺 检测 病理 基因 靶向 药,1,2
58   憨豆 大哥 请 救命 叩谢 叩谢,易瑞沙,0,1
换易 特 区别 没什么 纠结 CEA 35 凯美纳 无效,凯美纳 特罗 凯 特罗 凯 血液 浓度 易瑞沙 倍 E 靶 药 效果,1,2
41 妈妈 肺 腺癌 四期 骨转移 抗癌 五年 整,培美 再度 太好了 克唑 替尼 减量 成 200MG 试试 副作用 骨转 特别 克药 入骨 发现 骨 转后 每月 打骨 转针 半年 换 位 主治 打骨 转针 多余 伤肝,0,1
  肝内 胆管 CA 术后 10 月 复发 记录 靶向 治疗,胃药 影响 靶向 吸收 错开 时间 吃,0,1
靶向 药 医生 说 先 化疗 告诉 原因 做 疗程 培美曲 塞 和顺 铂 几天 疗程,医生 做法 版上 盲目 靶点 轮换 隐含 很大 危险性,1,2
想 先 试试 特罗 凯 不行 2992 凡德 凡德 有没有 印度 版,方案 医生 不谋而合 看过 易 耐药 用特 月 耐药 凡德 印度,1,2
19   易 月 耐药 --- 9291 显效 --- 91 耐药 化疗,试试 特 我家 盲试 易 没什么 效果 特 效果,0,1
楼主 一系列 检查 包括 腹部 头部 骨头 有没有 状况 有没有 转移 不想 化疗   阿良 建议     无非 4002     9291,感觉 你家 药换 频繁 心急 原因 吃 时间 判定 无效 有时候 吃 几天 原因 导致 吃 几天 状态 不好 导致 药 无效,1,2
化疗 太 伤身 机会 试试 靶向 药,肺部 感染 确实 当成 肿瘤 优先 我家 感染 导致 病情 急转直下 病危 抗感染 咳嗽 痰 消失 疼痛 减轻,1,2
