Father_node,Child_node,语义关系,发言类型(Child_node)
"楼主你好，首先我觉得只要病情能够控制得住，方式倒是次要的。不必太纠结化疗这件事。有效果总比没效果强。只要人还在，就有希望。
关于化疗，我的想法是：1）能不能和医生商量，把化疗周期从3个星期拉长到4个星期。这样4个疗程下来，如果病情保持稳定，就多赚出了3个星期无进展。2）因为楼主母亲的化疗次数较多，能不能以后每次不化疗4个疗程，比如只化疗2个或3个疗程？这样用化疗扭转形势，然后找合适的靶向药维持病情。关于靶向药，我的看法是：1）从2012年7月开始服用易瑞沙，到12月中复查CT发现有进展。楼主认为易无效。因为CEA等标志物的变化，这种猜测是有根据的。但是有没有另外一种可能性：易是有效的，可是服用的量不够。如果一开始服用特罗凯，那么事情会不会向另一个方向发展？ 21号因子突变，好像比19号因子突变麻烦：易/特耐药后，隔一段时间，再服，可能仍然耐药。楼主可以看看下面这个帖子的讨论：http://www.yuaigongwu.com/forum.php?mod=viewthread&tid=9039。
2）楼主母亲只试过3种药，易、特、和克药。我要是楼主的话，化疗后，会考虑试试2992联合XL184（2992是为了打击Her2，同时清除T790M， XL184是为了骨转和清除CMet），如无效，则4002联合XL184（4002是为了清除T790M）；如有效，则先特或特联合XL184, 然后再特联合4002。如果都无效，我会减量再试克药。另外，还有阿西、凡德、AZD9291、BKM120、AP26113可试。
因为化疗可以扭转形势，所以，楼主试药的时候会很从容，没有什么可慌的。
需要注意的是：XL184会有血压的变化和可能的血栓的形成，4002有心脏毒性，要小心。",谢谢荷花池荒岛，你的建议我会好好研究一下，谢谢！,1,2
84不光有CMET的靶点，还对V靶点和ROS1有作用。9291联合184有作用，如果副作用耐受应该继续吃。但是你家吃184心肌受损了，应该在靶向药的同时，就服用保护心脏的药，现在受损可能单纯辅酶Q10就不一定可以控制住心肌受损。,谢谢您的帮助！我父亲4月8日做了消融，现在好多了，不那样痛了。谢谢您了！,3,3
每天用医用酒精给大脚趾甲周围消毒，再用碘酒消毒，然后将紫药水滴至化脓处，最后用医用纱布包住大脚趾，围一圈3M透气胶带。,你说的太有道理了  耐药后穿刺活检的部位不是肺部原发灶，而是腰部转移瘤，但也没办法，这都是按大夫的要求做的，现在再让我妈妈重新再到医院做一次肺部穿刺好像不太可能了,1,2
这样的话，化疗加上2992，50mg（YL），再过一个月，拍CT看看。肝脏不能控制的话，考虑局部治疗。,"关键是你那位病友之前有没接受过内分泌治疗，转移病灶ER表达是怎样的。
如果之前没有接受过内分泌治疗，而且ER强阳性，那么去势的效果就很好。",3,3
93 凯美纳30个月，耐药后我该怎么办。求助。憨叔老马。,、加用贝伐联合单药化疗也可以，用贝伐和化疗杀死凯美娜耐药细胞，然后再吃凯美娜。,0,1
先做几次化疗，在化疗的同时再做基因检测，为后期靶向提供指导,我父亲今年一月胸水也很厉害，易瑞沙吃了一个半月水才消了,3,3
53 靶向药的轮回疑问,"下午
易瑞沙才吃4个月就耐药了，和我父亲的情况很类似；我父亲也是21突变，一线特罗凯5个月耐药；如果只看CEA的升幅的话，我感觉阿西可能无效；楼主家才4个月就易瑞沙耐药，有可能存在CMET扩增导致E靶点药物提前耐药，下一步建议易瑞沙联合280或184试试效果，个人建议，仅供参考！祝福楼主的父亲！",0,1
鲫鱼和赤小豆一起熬鱼汤去除胸水的,建议，多补充营养。鱼汤、速愈素之类。,1,2
可以，我舅妈就是骨转，吃了靶向后，几个月骨转针都停了,具体能不能手术还是要听权威医生的意见，我妈的检查过程是这样的:腰部核磁发现肿瘤，医生很怀疑是恶性，但也不敢确定，后去北京积水潭医院肿瘤科，全身骨扫描，发现骨盘病变范围大，腰2也有，医生怀疑恶性肿瘤的可能性大，下一步骨盆穿刺，拍胸片发现原发灶在肺部，双肺全有了，晚期不能手术，穿刺结果腺型，后转到北京协和医院，基因检测阳性，直接吃易瑞沙，现在是第二个月，医生说已经很严重了，但我妈没有任何症状，咳嗽都是偶尔的，现在每月去医院输天晴依泰，保护骨头，这些检查用了两个月才吃上易瑞沙治疗。,3,3
我爸爸吃过， 降甲胎蛋白效果很好， 可是同时白细胞血小板也降得很厉害， 所以建议先从3/4 量起， 不过所有靶向药中， 只有索坦不太伤肝功能的。要是身体不耐受， 可以试试看阿西， 这个也是很普遍的药，有实体瘤 从6-7 毫克起，每日两次， 一共12-14 毫克一天， 尝试一下， 祝好运！危险的时候， 不要几个药一起上， 肝脏会承受不住的。,你说的太有道理了  耐药后穿刺活检的部位不是肺部原发灶，而是腰部转移瘤，但也没办法，这都是按大夫的要求做的，现在再让我妈妈重新再到医院做一次肺部穿刺好像不太可能了,1,2
60 妈妈肺腺癌正易9个月，化疗4次，2992一个月无效，4002一个月耐药，现在4002+易,如果不愿意化疗也可以尝试VP16+BKM120的方案，或者身体可以的话，尝试一下V靶点的阿西替尼凡德他尼等。,0,1
68 妈妈情况危急，请大家帮忙出出主意，谢谢！,用8O4联184或280试试呢？药不能换得太频繁，药量要大一点。仅供参考。,0,1
45 肺癌，特罗凯耐药后，胸水难控制，提供一个小秘方，仅供参考,白蛋白不是太低也不要急于输白蛋白，输越多，胸水也会出现越多。尽量靠食物补充，比如吃海参汤，吃鸡蛋的蛋白，这是我们省中医肿瘤科主任的建议。,0,1
1 无基因突变，四步法轮换药，阿西无效。第二轮开始。,首先你的免疫组化跟论坛说的对基因表达度的免疫组化不是一种，基因免疫组化需要重新做的，所以你用这个给人看是没用的。然后目前来说基因检测阴性一线治疗只能线化疗，可以在稳定的时期进行靶向盲试毕竟阴性不代表不起作用，而且有研究表明化疗可以使基因突变。我爱人也是E A靶点全阴性，目前也在化疗，至于盲试怎么用药合理我也在研究，不能给你太多意见，只能看论坛里面前辈高人的心得慢慢摸索，这个病就是一步步的赌，筹码是病人的生命，所以每一个人的选择是不一样的,0,1
恭喜19突变！ect为啥不考虑做？如果骨转了得尽快做骨转的治疗,楼主要重点注意是不是有骨转，可以做骨扫描，1000不到,1,2
不知道楼主家炎症有没处理好？建议去查下肿瘤指标，如果敏感以后可用来判断治疗是否有效的方法之一。特吃了也有十多天了吧，不知道现在症状有无改善。满一月后复查，祝福！,基因检测能做就做吧，如果病情严重的话还是先化疗控制控制吧。,1,2
"1.（降结肠）中分化腺癌，癌组织渗润肠壁全层至浆膜外纤维脂肪组织。
2.（肠外膜面）淋巴结（4/9）见癌转移。
3.（外科手术两切缘）肠组织未见癌。
应该是中期，做完手术首先要尽快通气，就是放屁，然后才能进流食，最好先喝黑鱼汤，可以加速伤口愈合，养伤期间最好别感冒咳嗽，以防震裂伤口，床头放一杯温水，嗓子痒了咳嗽就喝一口，润润嗓子；
开始几天进流食，让肠道逐步恢复功能，病人能活动的话尽量在床上多翻身，或者下床来回走动，防止肠道粘结；
尿管要用夹子夹住，两小时打开一下，放小便，这样可以锻炼膀胱功能，防止拔出尿管后小便不出来；
少食多餐，别增加肠道负担，流食几天后再正常饮食，也尽量软烂一些；
出院后尽快补血补气，提高体质，为化疗准备；
不一一说了，详细情况见 俺滴直肠癌经历  那个文章，里面手术，放化疗，保养方面的注意事项都写了，好好看看，祝福楼主爸爸","谢谢老金版主的回复，我爸手术完刚好有一个星期了，今天医生说可以吃饭了，也可以下床了，他人也很精神，我爸55岁，平时有抽烟习惯，高血压、冠心病、胃炎。
我们现在还没告诉他有结肠癌，他一直以为：手术后就解决问题了，等3个月就可以接回肠口，不用人工肛门，就彻底解决问题。
现在我们的情况是要拿病理结果去找肿瘤的医生 看，定治疗方案？",1,2
"楼主，你这个做法这个不是正常的治疗路，最好还是先确诊类型，再进行治疗。
如果腿动不了，考虑脑转",你家症状考虑脑转移了，应该属于癫痫的失神发作，尽快检查脑部,1,2
父亲参加了一个抗癌气功培训班。学习一个礼拜的郭林气功。,"练功应循需渐进,千万别贪功.",1,2
化疗后内分泌失调，如没月经了,这个症状是因为焦虑恐惧引起的内分泌失调,1,2
98 EGFR野生。ALK野生，做了一次化疗，实在吃不消，请问有什么靶向药可以试,未突变不一定靶向无效，而且化疗后突变和为突变有可能转换，你多看看，这里有不少为突变靶向有效的例子，试了才知道，检测的不确定因数也多，不要轻易放弃任何可能有效的办法，E靶向点不行还有V靶向点的药,0,1
299804和BKM120我已经备好了，因为我基因检测确定有PIK3CA的突变，所以早早备好了药。基因报告已补贴在第一个帖子里。但现在碰到一个比较严峻的问题，问草船时还不知道，那就是主任医师后来看了CT片后明确告诉我有间质性肺炎，不但要停凯美纳，9291也要减量，上激素治疗一个星期再CT复查。如果严重还有停9291。真不知道该怎么办。,唑来膦酸立竿见影，副作用小，骨转后期可以考虑89锶和XL184 卡博替尼,1,2
话说9291可以直接粉末加水么，吞不下药,最后可以的,1,2
基因检测能做就做吧，如果病情严重的话还是先化疗控制控制吧。,有效，而且是奇效,3,3
我妈妈做过一次全脑放，医生认为放疗（立体定位），可能会导致部分脑组织坏死，生活品质会很不好。谢谢,"你的意思是单药184就可以了吗？
你家之前单药184用了多久呢？用啥指标换药呢？用到副作用不能耐受嘛？",0,4
我认为，肺部如果能做局部治疗且有意义的话，尽量让专家给出方案，局部治疗一下，想用靶向药或者其它的药物控制肺部的进展，可能性非常小，不管肝部还是肺部，我觉得尽量争取局部先消灭病灶，当然不能治疗过度。,我们的主刀一直不建议做肺部治疗，说意义不大，因为太多，他的意思是大的弄掉小的又大了。今天又通话过了，他让我们咨询一下伽马刀可不可行，我这两天拿着片子去，可以做的话最好不过了。不过我妈妈不知道已经转移，我都不知道用什么方式跟我妈妈说。,2,2
